id,parentId,visualId,QueryText,RowCount,result_sets,combined_query_hash,final_overall_hash
baa3553b-c0fa-4f0e-87d6-98ea260fecba,44f14ad4-8cdf-4d6b-9574-d8c4cbdc5e60,94e00a62024369b7a40e,"DEFINE
	VAR __DS0FilterTable = 
		TREATAS({""June""}, 'LocalDateTable_d9fbe243-4814-4038-8eec-593e864a563b'[Month])

	VAR __DM3FilterTable = 
		FILTER(
			KEEPFILTERS(VALUES('Details'[Design Factor])),
			NOT('Details'[Design Factor] IN {""UI/UX""})
		)

	VAR __DS0Core = 
		FILTER(
			KEEPFILTERS(
				SUMMARIZECOLUMNS(
					ROLLUPADDISSUBTOTAL(
						ROLLUPGROUP('Details'[Design Factor], 'Details'[DFSort]), ""IsGrandTotalRowTotal"",
						ROLLUPGROUP('Details'[Topic], 'Details'[TSort]),
						""IsDM1Total"",
						NONVISUAL(__DM3FilterTable)
					),
					__DS0FilterTable
				)
			),
			OR(
				OR(
					OR(
						NOT(ISBLANK('Details'[Design Factor])),
						NOT(ISBLANK('Details'[DFSort]))
					),
					NOT(ISBLANK('Details'[Topic]))
				),
				NOT(ISBLANK('Details'[TSort]))
			)
		)

	VAR __DS0PrimaryWindowed = 
		TOPN(
			502,
			__DS0Core,
			[IsGrandTotalRowTotal],
			0,
			'Details'[DFSort],
			1,
			'Details'[Design Factor],
			1,
			[IsDM1Total],
			0,
			'Details'[TSort],
			1,
			'Details'[Topic],
			1
		)

EVALUATE
	SUMMARIZECOLUMNS(
		__DS0FilterTable,
		""MinEmpty"", IGNORE(CALCULATE(MIN('Tooltip Info'[Empty])))
	)

EVALUATE
	__DS0PrimaryWindowed

ORDER BY
	[IsGrandTotalRowTotal] DESC,
	'Details'[DFSort],
	'Details'[Design Factor],
	[IsDM1Total] DESC,
	'Details'[TSort],
	'Details'[Topic]",34.0,2,f337c81e916a742acf92fa3a99a94d5b2fa616fe79311f81e3e411c2ebce641b,b21af9321776ba8db715cb1ae33094c428ce635e51dba88469bfe4f6b87664e5
09fa85a8-b263-484c-a590-1fb11a89288a,e2c0fd11-2c16-42a2-ba70-68c8bfe0eb41,327c785bec894bb22e8a,"DEFINE
	VAR __DS0FilterTable = 
		TREATAS({""Sold""}, 'Sales'[Status])

	VAR __DS0FilterTable2 = 
		TREATAS({""June""}, 'LocalDateTable_d9fbe243-4814-4038-8eec-593e864a563b'[Month])

EVALUATE
	SUMMARIZECOLUMNS(__DS0FilterTable, __DS0FilterTable2, ""Net_Sales"", IGNORE('Analysis DAX'[Net Sales]))",1.0,1,46c55ee3ab6c6163ef2b6ebaf8971b305bb55271c9244de13fb19cce1272231d,b21af9321776ba8db715cb1ae33094c428ce635e51dba88469bfe4f6b87664e5
206771da-ca77-40ad-a75b-280d0d7a62eb,ba8a86ad-88b7-4d0e-a6cc-e76c8ae7479f,fd225c7a3a3a0ea6006c,"DEFINE
	VAR __DS0FilterTable = 
		TREATAS({""Sold""}, 'Sales'[Status])

	VAR __DS0FilterTable2 = 
		TREATAS({""June""}, 'LocalDateTable_d9fbe243-4814-4038-8eec-593e864a563b'[Month])

EVALUATE
	SUMMARIZECOLUMNS(
		__DS0FilterTable,
		__DS0FilterTable2,
		""Units_Sold"", IGNORE('Analysis DAX'[Units Sold])
	)",1.0,1,1c08ffdf06410e3a608a3c0ebb2d4a2c1862ff83a5f67648ad04864d6fc75936,b21af9321776ba8db715cb1ae33094c428ce635e51dba88469bfe4f6b87664e5
9f6684fc-b91b-4b9a-9650-4edb74369753,be22ce78-faee-4c00-bf3f-fa40afb7547c,dec3aad399d5d19a1d11,"DEFINE
	VAR __DS0FilterTable = 
		TREATAS({""Sold""}, 'Sales'[Status])

	VAR __DS0FilterTable2 = 
		TREATAS({""June""}, 'LocalDateTable_d9fbe243-4814-4038-8eec-593e864a563b'[Month])

EVALUATE
	SUMMARIZECOLUMNS(
		__DS0FilterTable,
		__DS0FilterTable2,
		""Net_Sales_Indicator"", IGNORE('Design DAX'[Net Sales Indicator])
	)",1.0,1,916d488c3afa83e802a039f1241264094a79ac0ed59bb035b16162510ab8510f,b21af9321776ba8db715cb1ae33094c428ce635e51dba88469bfe4f6b87664e5
29e00e61-0e58-4c7d-b5a5-3d1fbd53060b,537dfec7-a312-41f3-a000-dcaba20fa0cb,bdbdc676ded10ad92c90,"DEFINE
	VAR __DS0FilterTable = 
		TREATAS({""Sold""}, 'Sales'[Status])

	VAR __DS0FilterTable2 = 
		TREATAS({""June""}, 'LocalDateTable_d9fbe243-4814-4038-8eec-593e864a563b'[Month])

EVALUATE
	SUMMARIZECOLUMNS(
		__DS0FilterTable,
		__DS0FilterTable2,
		""Units_Sold_Indicator"", IGNORE('Design DAX'[Units Sold Indicator])
	)",1.0,1,4228adbc40ca81ef2a943ad490c22a4cd0098f0c45e4bcaea991bfc991680a4f,b21af9321776ba8db715cb1ae33094c428ce635e51dba88469bfe4f6b87664e5
93bc5118-fa4f-4153-81b1-c9d98d4cd85c,40afc381-6083-42c2-94e5-0fdbf5f2e430,3a28c5fee26bd29ff352,"DEFINE
	VAR __DS0FilterTable = 
		TREATAS({""Net sales - category breakdown""}, 'Tooltip Info'[nombre])

	VAR __DS0FilterTable2 = 
		TREATAS({""Sold""}, 'Sales'[Status])

	VAR __DS0FilterTable3 = 
		TREATAS({""June""}, 'LocalDateTable_d9fbe243-4814-4038-8eec-593e864a563b'[Month])

	VAR __DS0Core = 
		SUMMARIZECOLUMNS(
			'Product'[Product],
			__DS0FilterTable,
			__DS0FilterTable2,
			__DS0FilterTable3,
			""SumAmount"", CALCULATE(SUM('Sales'[Amount])),
			""Product_Top_N"", IGNORE('Design DAX'[Product Top N])
		)

	VAR __DS0PrimaryWindowed = 
		TOPN(1001, __DS0Core, [SumAmount], 0, 'Product'[Product], 1)

EVALUATE
	__DS0PrimaryWindowed

ORDER BY
	[SumAmount] DESC, 'Product'[Product]",24.0,1,0f5857c2c81ac95a5d4e2452a8a57b79e9c7aca538dd8ce50cd382cd69add517,b21af9321776ba8db715cb1ae33094c428ce635e51dba88469bfe4f6b87664e5
c60bfcd4-2bba-4f2d-9e92-bc49eeac2d82,2d96e781-6dd0-4788-9a51-5bba3b57b711,d55aa7aa40745de10d55,"DEFINE
	VAR __DS0FilterTable = 
		TREATAS({""Net sales - store breakdown""}, 'Tooltip Info'[nombre])

	VAR __DS0FilterTable2 = 
		TREATAS({""Sold""}, 'Sales'[Status])

	VAR __DS0FilterTable3 = 
		TREATAS({""June""}, 'LocalDateTable_d9fbe243-4814-4038-8eec-593e864a563b'[Month])

	VAR __DS0Core = 
		SUMMARIZECOLUMNS(
			'Store'[Store],
			__DS0FilterTable,
			__DS0FilterTable2,
			__DS0FilterTable3,
			""SumAmount"", CALCULATE(SUM('Sales'[Amount])),
			""Store_Top_N"", IGNORE('Design DAX'[Store Top N])
		)

	VAR __DS0PrimaryWindowed = 
		TOPN(1001, __DS0Core, [SumAmount], 0, 'Store'[Store], 1)

EVALUATE
	__DS0PrimaryWindowed

ORDER BY
	[SumAmount] DESC, 'Store'[Store]",13.0,1,c2f5d2b4f8b54260c56f9273f46a5ebbd3ab22254752a3c2bf2b58ba7da9468e,b21af9321776ba8db715cb1ae33094c428ce635e51dba88469bfe4f6b87664e5
d3899e2a-6074-4818-ad14-fb24ecd1962b,750d1e6a-28ce-46c9-92fb-9fa3d37a9d6b,0f5634d99d04030c346e,"DEFINE
	VAR __DS0FilterTable = 
		TREATAS({""Sold""}, 'Sales'[Status])

	VAR __DS0FilterTable2 = 
		TREATAS({""June""}, 'LocalDateTable_d9fbe243-4814-4038-8eec-593e864a563b'[Month])

EVALUATE
	SUMMARIZECOLUMNS(
		__DS0FilterTable,
		__DS0FilterTable2,
		""MinEmpty"", IGNORE(CALCULATE(MIN('Tooltip Info'[Empty])))
	)",1.0,1,bf3b72873b105c202bd18b2025d0b6becbcd63c5ab45b04704efd50dd91ed9f4,b21af9321776ba8db715cb1ae33094c428ce635e51dba88469bfe4f6b87664e5
edc8f4e5-b31b-4b07-bbfe-7de6782e6334,3719e8bb-2e15-4754-be98-41f7931020a7,c22adfcca77c7baf5f51,"DEFINE
	VAR __DS0FilterTable = 
		TREATAS({""Returned""}, 'Sales'[Status])

	VAR __DS0FilterTable2 = 
		TREATAS({""June""}, 'LocalDateTable_d9fbe243-4814-4038-8eec-593e864a563b'[Month])

EVALUATE
	SUMMARIZECOLUMNS(__DS0FilterTable, __DS0FilterTable2, ""Returns"", IGNORE('Analysis DAX'[Returns]))",1.0,1,89e8fe844b7a0485662d0f04f072b7c04a59e924873ad8ff62475c48ea48e2e3,b21af9321776ba8db715cb1ae33094c428ce635e51dba88469bfe4f6b87664e5
c878c974-81ef-4c60-bd81-b6451e780160,af308bab-213a-4884-b538-d5ca54cdc380,449292750b491085de51,"DEFINE
	VAR __DS0FilterTable = 
		TREATAS({""Returned""}, 'Sales'[Status])

	VAR __DS0FilterTable2 = 
		TREATAS({""June""}, 'LocalDateTable_d9fbe243-4814-4038-8eec-593e864a563b'[Month])

EVALUATE
	SUMMARIZECOLUMNS(
		__DS0FilterTable,
		__DS0FilterTable2,
		""Units_Returned"", IGNORE('Analysis DAX'[Units Returned])
	)",1.0,1,4e3ba58e45d8dd7ddade016f172f4c64fb1526ffe7875e553f57f6ff8b28f602,b21af9321776ba8db715cb1ae33094c428ce635e51dba88469bfe4f6b87664e5
